percentage error,actual data
4.33E-10,9.78E-07
3.09E-12,0.943455056
1,6.24E-05
1.69E-10,3.17E-06
2.37E-13,1
1.14E-10,3.18E-06
2.11E-13,1
0.855062157,1.32E-05
0.095381921,0.315393258
2.43E-10,1.48E-06
1.06E-11,0.315393258
1,0.000613427
1,5.50E-10
1,1
1,4.86E-05
1,1.30E-05
1,1.61E-13
1,0.633744856
0.174861716,2.93E-06
0.788119285,2.30E-06
0.788125549,2.30E-06
0.78812054,2.30E-06
0.788120441,2.30E-06
0.190987215,0.863038687
0.19339146,0.865611132
0.006461116,1
1.83E-12,0.000464848
1.82E-12,1.09E-05
1.83E-12,9.63E-07
2.96E-12,0.000425845
2.96E-12,1.00E-05
2.96E-12,8.82E-07
0.294396899,0.078678961
0.294364148,0.00623023
0.22370211,0.07473184
0.22373868,0.005917955
3.85E-12,4.70E-05
8.11E-13,0.002164025
2.95E-13,0.000589667
1.03E-12,4.45E-05
2.09E-13,0.002140317
7.77E-14,0.000587333
5.20E-12,4.01E-05
9.66E-13,0.002097588
3.46E-13,0.000583067
4.21E-12,0.0003558
4.20E-12,8.38E-06
4.12E-12,7.37E-07
5.10E-12,0.000320578
5.10E-12,7.55E-06
5.08E-12,6.64E-07
0.246642884,0.067364509
0.246626338,0.005334292
0.134822627,0.06334682
0.134799203,0.005016175
0.090199355,0.060166541
0.090241869,0.004764558
4.73E-12,4.01E-05
8.72E-13,0.002096761
3.12E-13,0.000583
1.09E-13,3.61E-05
1.35E-14,0.002058442
7.49E-15,0.0005792
5.19E-12,3.33E-05
8.18E-13,0.002031978
2.89E-13,0.000576533
4.83E-08,0.000245557
4.39E-08,5.78E-06
5.31E-08,5.09E-07
2.74E-10,0.000245756
2.74E-10,5.79E-06
2.74E-10,5.09E-07
0.141427399,0.000215311
0.141325785,5.07E-06
0.141428901,4.46E-07
0.053494699,0.048866202
0.053442309,0.003869384
3.94E-12,3.31E-05
6.22E-13,0.002029773
2.18E-13,0.000576333
0.015220836,2.77E-05
0.00207134,0.001976844
0.000717444,0.000571067
3.85E-12,2.65E-05
5.03E-13,0.001966092
1.72E-13,0.00057
1.07E-07,0.002505076
1.05E-07,0.002505076
0.625198707,0.456375839
0.752283343,0.002505076
0.519128341,0.504356315
0.27242955,0.001829742
0.012101986,0.002505076
0.039552959,0.002505076
0.012258142,0.002505076
0.082679488,0.002505076
3.05E-15,0.1
2.14E-15,0.097153116
0.193747285,4.41E-07
0.002723039,3.46E-07
0.002736898,3.46E-07
0.002731123,3.46E-07
0.002723819,3.46E-07
1,0.000377945
1,4.15E-13
1,2.99E-05
0.009347733,8.81E-14
1,1
0.022667631,2.85E-10
0.234088547,5.25E-13
0.906815602,5.81E-13
0.065035128,4.00E-11
1,2.22E-13
354.8192638,8.89E-11
1,6.51E-13
0.984219673,1.19E-11
2.378373256,5.02E-08
1,0.001431921
1,0.001040167
0.676722161,1.98E-05
0.124497293,2.36E-05
0.488516984,0.000173164
1,3.39E-13
2.276316374,3.49E-05
0.408052424,6.67E-10
0.461552082,9.72E-05
1.811256113,5.29E-06
0.758306048,1.16E-06
0.593230542,9.56E-05
0.392457742,7.15E-06
3.33E-16,1.59E-07
0,0.000255272
0,7.67E-05
0.313482656,3.34E-10
1.66E-16,1.59E-07
0,0.000255272
1.77E-16,7.67E-05
0.271721855,5.18E-10
0,1.59E-07
0,0.000255272
0,7.67E-05
0.077637031,3.90E-10
0,1.59E-07
0,0.000255272
0,7.67E-05
0.014884421,4.08E-10
1,1
0,1.59E-07
0,0.000255272
0,7.67E-05
0.677603711,3.09E-10
0,1.59E-07
0,0.000255272
1.77E-16,7.67E-05
0.402076287,5.18E-10
1,6.17E-07
1,0.025916828
1,1.02E-05
1,0.000835771
0.032959599,3.42E-07
0.033019702,2.69E-07
0.033014639,2.69E-07
0.033014833,2.69E-07
0.033020218,2.69E-07
1,4.81E-08
1,7.31E-08
1,4.40E-08
1,4.40E-08
1,2.31E-12
0.779748926,4.12E-12
1,3.70E-13
0.779747744,4.12E-12
0.674969164,8.89E-13
1,9.16E-09
0.623793766,1.47E-09
0.623800721,0.000110489
0.623794376,2.87E-05
0.623299895,5.17E-07
0.623785389,8.73E-05
0.139907075,1.00E-05
1,3.83E-06
0.654459642,1.26E-05
0.973116529,3.53E-06
0.30188554,0.000380929
0.304642534,3.09E-05
70.17491768,3.65E-08
0.281395677,0.000380929
0.010667689,2.74E-05
1,6.48E-08
1,1.42E-06
1.39E-08,1.09E-13
0.999999989,4.91E-12
1.39E-08,1.09E-13
1.39E-08,2.35E-14
0.344062297,2.56E-08
0.309130027,0.000717198
1.011939485,7.39E-05
0.565695408,1.32E-07
0.549759854,0.001858333
0.206916524,1.18E-08
0.011617416,4.07E-05
0.583860684,0.000654111
1.14070483,1.83E-05
0.00173275,5.87E-05
0.126838896,8.97E-09
1.742485354,2.68E-05
0.206727704,0.000586389
4.838599288,5.04E-06
0.195298541,3.35E-05
0.244817014,1.72E-08
0.048328656,4.03E-05
0.579403461,0.001799222
0.041712447,3.72E-05
0.249893601,4.86E-05
0.025493561,1.43E-08
0.481752308,2.38E-05
0.416394962,0.000695667
0.280986505,4.80E-05
0.11854474,6.85E-05
0.310775097,1.89E-08
3.322472539,1.03E-05
0.308481556,0.001240556
0.514945181,7.05E-05
0.179321344,7.11E-05
0.291029405,9.64E-09
0.780657009,0.000131098
0.418066203,0.000631167
0.458077147,4.29E-05
0.369161907,3.62E-05
0.283259503,1.12E-08
0.484255078,2.57E-05
0.321275544,0.000699333
1.500836383,1.66E-05
0.0675351,6.49E-05
0.050211376,7.19E-08
0.688191666,0.000720839
2.377171254,4.94E-06
0.122575631,0.001657228
0.674482204,1.98E-06
0.643765094,6.97E-07
0.655424487,0.013666667
3.28E-11,5.46E-06
3.31E-11,2.22E-10
1,1
1,0.653165139
1,5.20E-08
1,4.84E-05
1,0.001657228
0.092746869,1.92E-08
0.022973428,0.000575215
0.647997976,0.000172222
0.636169172,6.63E-08
0.633586193,0.000933333
0.021178684,0.000151758
0.029677219,0.00764236
0.098920484,2.05E-06
0.073932051,0.000133344
0.062527485,0.006715087
0.092354631,1.65E-06
0.514003715,7.77E-05
0.513948273,0.003911992
0.505188207,9.85E-07
0.108017178,0.000205377
0.116617958,0.010342553
0.128878453,2.62E-06
0.000290265,0.000150116
0.001634941,0.007559574
0.001388783,1.89E-06
0.110056202,0.00012054
0.110067643,0.006070213
0.10711846,1.53E-06
0.190237439,0.000219794
0.197441842,0.011068472
0.179976472,2.74E-06
0.334968322,0.000270406
0.342085285,0.013617215
0.084872378,2.44E-06
0.00226794,0.000150269
0.003648073,0.007567505
0.00187904,1.89E-06
0.213226876,9.42E-05
0.213231267,0.004746228
0.202392405,1.20E-06
0.180329246,5.40E-08
1.426289409,0.000575215
1.312085545,1.15E-05
0.215596029,0.001657228
0.159893214,9.87E-07
0.182616252,3.49E-07
0.177109755,0.006816667
0.99831661,2.51E-07
0.960178797,0.044732052
13.72776049,5.32E-06
1,5.11E-07
1,1.50E-07
3.105326758,5.64E-08
1,5.96E-08
1,0.010086576
0,7.16E-09
0,0.001907092
0,1.80E-05
0,2.71E-06
0,6.71E-07
0,9.51E-05
0,9.71E-06
0,7.16E-09
0,0.001907092
0,1.80E-05
0,2.71E-06
0,6.71E-07
0,9.51E-05
0,9.71E-06
1.22E-15,4.90E-08
1.62E-16,0.0026722
9.16E-16,1.85E-06
0,0.001657228
1.10E-15,1.93E-07
1.17E-15,2.54E-08
9.87E-16,0.003075
1,3.08E-08
1.35E-15,4.90E-08
0,0.0026722
1.03E-15,1.85E-06
0,0.001657228
1.24E-15,1.93E-07
1.30E-15,2.54E-08
1.27E-15,0.003075
1,2.41E-07
0.341011407,1.14E-08
0.341027172,1.14E-08
0.398828277,8.26E-12
0.341021061,1.14E-08
0.341032909,1.14E-08
0.341016994,1.14E-08
0.410443894,2.26E-05
0.410449142,8.35E-09
0.398828734,8.26E-12
0.353338261,1.78E-12
0.341025892,2.89E-09
0.013699738,1.35E-08
0.01363698,1.35E-08
0.01367937,1.35E-08
0.013646712,1.35E-08
0.013679305,1.35E-08
0.008193908,3.54E-13
0.013676766,3.42E-09
0.999751313,1.40E-07
1,3.61E-05
1,3.54E-13
0.046438509,6.37E-07
0.046438509,0.000174571
0.046438509,3.23E-07
0.046438509,0.653165139
0.046438509,0.016538333
0.046438509,5.20E-08
1,1.61E-10
1,1.70E-05
1,2.10E-06
1,3.95E-08
1,7.68E-06
84.00064662,6.86E-10
0.982262921,2.78E-05
1,0.001443335
1,0.175
1,4.52E-07
0.791116227,0.001657228
1,6.16E-08
1,0.000405833
0.100391643,6.52E-08
0.039669982,0.005704092
0.161395364,2.07E-05
0.16135989,2.40E-06
0.161373823,2.35E-06
0.206284733,8.08E-08
0.447964893,0.008220111
0.131245895,2.14E-05
0.131214502,2.49E-06
0.131242687,2.44E-06
0.000124656,6.37E-08
8.83E-05,0.003839013
0.000213663,2.65E-05
0.000168938,3.08E-06
0.000146888,3.01E-06
0.007485746,6.25E-08
0.036506508,0.003843381
0.065952188,2.58E-05
0.057994789,2.99E-06
0.01631045,2.93E-06
0.038357563,6.42E-08
0.051264553,0.00384593
0.022063952,2.68E-05
0.014675398,3.12E-06
0.024132634,3.05E-06
0.021873964,6.30E-08
0.050570497,0.003547401
0.016443112,2.72E-05
0.006386612,3.16E-06
0.04615264,3.09E-06
0.731767304,1.40E-07
1,5.07E-05
1,0.000108117
15.31668221,5.99E-07
0.804181076,7.54E-05
1,5.06E-05
1,0.000108333
0.666170747,5.99E-07
0.000337684,6.36E-08
9.32E-05,0.003838649
1.87E-06,2.65E-05
7.92E-05,3.08E-06
0.000424348,3.01E-06
1,5.99E-07
1.609709094,4.74E-05
1,7.56E-05
1,1.54E-13
1,1.39E-07
1,0.024246396
1,0.141619339
1,0.001657228
0.584036114,2.05E-07
0.84262284,8.31E-05
0.65216096,3.97E-08
67.85124014,0.000429591
1,5.89E-06
0.360247442,0.001657228
0.472986317,1.33E-07
1,0.009333333
0.904491766,6.28E-07
1,0.000312933
0.338585452,9.77E-05
1,0.004150284
0.418665545,7.71E-10
4.310640552,0.000136158
0.363498765,9.91E-07
0.769772608,2.33E-07
0.993764567,7.73E-05
1,1
1,1.33E-05
1,1.33E-05
0.994427164,1.27E-08
1,0.000167512
0.470847414,1.39E-07
0.299038911,0.018275812
0.999395109,0.000234131
0.251831552,0.007948743
0.962464455,6.26E-05
1,0.97260274
1,5.29E-05
1,0.975576662
1,0.122885129
1,0.365714286
1,0.975816203
1,0.97826087
1,0.246468618
1,1
1,0.008287671
1,1
1,1
1,6.41E-10
1,1
1,1
3.61E-14,2.22E-05
3.19E-14,7.74E-05
2.57E-14,0.000693111
3.61E-14,8.15E-05
3.59E-14,6.01E-07
2.19E-14,5.64E-06
3.61E-14,6.12E-11
2.55E-14,3.88E-05
3.94E-09,1.09E-13
1,0.040816327
3.94E-09,1.09E-13
3.94E-09,2.35E-14
9.21E-12,2.39E-13
9.21E-12,2.39E-13
9.21E-12,5.16E-14
8.37E-12,2.39E-13
8.37E-12,2.39E-13
8.37E-12,5.16E-14
1,3.47E-09
0.537257117,5.07E-13
1,3.54E-11
0.537243893,5.07E-13
1,1.09E-13
0.364597503,2.90E-12
0.862025417,4.91E-11
0.364573667,2.90E-12
0.753308469,6.25E-13
1,0.000172304
1,1.30E-08
0.541127084,1.12E-12
12.35023221,1.18E-11
0.541130789,1.12E-12
0.800974365,2.42E-13
0.996908263,3.97E-11
1,0.001657228
0.100561407,3.93E-10
0.100561407,0.000171836
0.100561407,1.03E-09
0.100561407,0.001657228
0.100561407,5.62E-11
0.871973533,8.49E-09
0.715620749,0.001063055
16.41957212,3.35E-06
1.061389796,5.05E-07
0.83527698,2.93E-07
1,1.68E-07
1,7.31E-11
1,7.89E-06
1,1.82E-07
1,5.75E-06
0.988297897,2.09E-09
1,9.17E-07
1,3.25E-06
1,1.42E-09
1,3.08E-05
1,2.83E-06
1,6.88E-08
1,2.08E-06
6.74E-11,2.39E-13
6.74E-11,2.39E-13
6.74E-11,5.16E-14
1,4.11E-08
1,4.23E-07
1,1.26E-10
1,1.91E-07
0.003675625,2.63E-09
0.315463897,0.000462356
0.007739351,3.36E-06
0.006745558,7.90E-07
0.506199321,1.24E-09
0.938194275,4.08E-05
1,8.03E-10
0.862266501,2.13E-06
0.771574964,8.85E-07
0.98529273,0.000125
1,5.88E-08
1,0.001657228
1,2.99E-07
4.03E-15,1.38E-07
3.87E-15,1.15E-06
1,6.46E-07
1,0.000176908
1,0.002131389
1,2.39E-06
1,1.98E-09
1,0.004696374
1,0.000366667
1,1.08E-06
1,1.11E-09
1,0.009356342
1,1.34E-06
1,0.001657228
1,3.79E-09
0.001258145,1.96E-08
0.001258145,6.49E-09
313.924643,5.85E-11
1,0.033109686
1,1.40E-09
1,0.000123416
1,1.07E-06
1,5.05E-07
0.549358758,9.27E-08
0.459052063,0.004878404
0.769397139,1.90E-05
0.497660945,2.56E-06
0.481655835,4.32E-06
1.046095324,3.95E-08
0.709051946,0.002544779
0.493654805,3.79E-05
0.329966057,4.06E-06
0.777631916,2.16E-06
0.034252532,2.54E-09
1.404942871,0.000447794
0.021459058,3.25E-06
0.062438177,7.65E-07
0.002185483,1.42E-09
0.004599002,0.000891947
0.002031924,0.001657228
0.002730667,3.50E-08
0.001745962,2.69E-09
4.13639675,5.19E-10
83.0146648,1.81E-05
2.714538861,9.21E-07
0.004438219,8.08E-07
0.002998607,2.63E-09
0.29169345,0.000465997
0.003064819,3.38E-06
0.004818892,7.95E-07
0.125693962,2.75E-09
1.96699146,0.0004842
0.118073216,3.53E-06
0.043260498,8.31E-07
2.11E-06,2.86E-09
1.34E-05,0.007171982
8.69E-07,3.68E-06
1.20E-06,8.66E-07
8.48E-07,2.86E-09
1.05E-05,0.007171982
8.91E-07,3.68E-06
8.92E-07,8.66E-07
9.953093347,1.67E-10
27.64201454,5.93E-05
0.311119188,3.79E-06
0.095565445,6.68E-07
0.939804218,2.38E-06
0.281910083,1.55E-09
0.254668533,0.003749818
0.861522495,1.93E-06
0.714841623,4.54E-07
1,2.10E-11
1,2.59E-08
0.286571422,1.87E-09
0.627412578,0.004623562
0.154744815,3.70E-06
0.017086738,7.92E-07
1,8.42E-07
1,1
0.094856104,2.80E-14
0.094807756,2.80E-14
0.094823404,6.05E-15
1,0.001200089
1,0.653165139
1,5.20E-08
0.950470225,3.19E-06
0.982163147,5.13E-06
1,4.48E-06
0.587260947,5.20E-08
0.99890362,5.50E-05
1,8.00E-07
0.728055567,5.20E-08
0.246328348,6.37E-05
0.246328348,0.003264126
0.224429583,0.000223428
0.246328348,3.23E-05
0.246328348,0.000242404
0.158684383,0.653165139
0.158684383,5.20E-08
1,0.107122857
1,5.20E-08
1,0.000286774
0.85262356,0.005013423
0.775418065,0.653165139
0.775418065,5.20E-08
0.888964252,0.008449281
0.714835803,0.653165139
0.714835803,5.20E-08
1,3.44E-05
1,2.86E-06
1,5.20E-08
0.84551797,0.019396975
0.430597201,0.653165139
0.430597201,5.20E-08
0.998791719,0.083303371
0.862078307,4.01E-06
0.862082729,4.01E-06
0.862079875,4.01E-06
0.696972781,5.20E-08
0.862081459,4.01E-06
0.998791741,0.083304731
1,0.000332161
0.862491142,1.82E-06
0.862482628,1.82E-06
0.862487738,1.82E-06
1,5.20E-08
0.862489252,1.82E-06
1,0.000332161
1,3.82E-07
1,2.22E-07
1,5.20E-08
1,0.012115784
1,5.20E-08
1,0.003289937
1,0.653165139
1,5.20E-08
0.786079388,5.20E-08
1,0.004354158
1,3.74E-06
1,7.64E-07
1,0.653165139
1,5.20E-08
1,9.12E-10
0.123703418,0.003289937
1,9.12E-10
1,9.12E-10
1,9.12E-10
0.926427261,8.35E-06
0.944393661,6.56E-06
0.123703418,0.653165139
1,9.12E-10
0.944393654,6.56E-06
0.944393505,6.56E-06
1,2.00E-07
0.123703418,5.20E-08
1,2.31E-10
0.944393746,6.56E-06
0.208284406,0.00084122
0.208284406,0.000881416
0.208284406,0.000565623
0.208284406,0.653165139
0.208284406,0.005262333
0.208284406,5.20E-08
4.29E-15,8.40E-07
4.49E-11,2.22E-05
4.13E-12,2.97E-05
7.12E-11,0.000472201
3.17E-12,7.27E-07
9.81E-10,0.653165139
7.76E-15,0.042903333
0.999999998,1.00E-06
0,5.20E-08
1.05E-14,8.40E-07
1.72E-11,2.22E-05
1.59E-12,2.97E-05
2.73E-11,0.000472201
1.22E-12,7.27E-07
8.00E-10,0.653165139
8.41E-15,0.042903333
0,5.20E-08
4.56E-14,8.40E-07
3.44E-10,1.06E-05
1.59E-11,2.83E-05
1.43E-10,0.000862681
1.21E-11,7.00E-07
4.19E-14,0.042898333
0.999999999,4.79E-07
1.27E-16,5.20E-08
3.10E-14,8.40E-07
1.30E-10,1.06E-05
6.01E-12,2.83E-05
5.40E-11,0.000862681
4.57E-12,7.00E-07
2.88E-14,0.042898333
0,5.20E-08
3.52E-06,8.40E-07
0.056254914,1.04E-05
0.0025468,2.83E-05
0.022523733,0.00087176
0.001925953,7.00E-07
3.27E-06,0.042898333
0,5.20E-08
7.03E-14,8.40E-07
2.19E-10,2.60E-05
2.33E-11,3.02E-05
5.56E-10,0.000345072
1.79E-11,7.36E-07
5.76E-14,0.042905
0.999999999,1.17E-06
1.27E-16,5.20E-08
4.66E-14,8.40E-07
1.47E-10,2.60E-05
1.56E-11,3.02E-05
3.73E-10,0.000345072
1.20E-11,7.36E-07
3.77E-14,0.042905
1.27E-16,5.20E-08
1.17E-06,8.40E-07
0.031847334,1.92E-05
0.002583374,2.94E-05
0.036115743,0.000572095
0.001966866,7.20E-07
3.81E-06,0.0429025
1.27E-16,5.20E-08
1,1.47E-09
1,9.87E-09
1,0.004166667
1,4.91E-11
1,0.001443335
1,7.31E-09
1,9.56E-06
1,9.67E-09
1,0.001016667
2.72E-10,2.15E-11
5.08E-10,2.15E-11
0.000503071,3.61E-09
0.999981122,6.57E-12
0.351156948,0.049908916
1,0.306976378
0.150428322,8.50E-10
1.38E-16,1.47E-12
0,1.21E-12
0.001792207,8.50E-10
1.67E-16,1.21E-12
1.94E-16,2.60E-13
1,1
1,0.153890666
0.601331539,1.96E-12
1,0.012185927
0.011310788,0.043919846
0,8.50E-10
0.011907313,1.58E-12
0.374612326,0.049908916
0.125159865,8.50E-10
1.38E-16,1.47E-12
1.67E-16,1.21E-12
0.047007961,8.50E-10
0,1.21E-12
0,2.60E-13
0.00468458,2.63E-14
0.167375402,8.50E-10
0.004685679,2.63E-14
0.004679866,5.67E-15
0.064912982,3.57E-06
0.064912982,4.21E-06
1.320967943,3.31E-12
1,0.088888889
1,8.91E-05
1,0.916666667
1,1.80E-09
1,2.95E-07
0.974406851,1
0.606223059,6.51E-05
0.61376193,0.683333333
0.511403521,1.06E-09
16.27537549,4.91E-09
0.822524381,1.01E-08
0.812359517,1.41E-12
1,0.017131795
0.458673656,5.95E-13
0.405755679,7.31E-13
0.296179304,1.67E-12
1,0.246736904
0.03963341,3.09E-06
0.105021426,2.42E-06
0.156074929,4.82E-06
0.105065703,2.42E-06
0.105018536,2.42E-06
0.200293854,1.33E-05
0.105034682,2.42E-06
1,5.41E-12
0.590656186,0.000199992
28.60788815,2.95E-14
0.41448439,0.003466019
1,3.30E-13
0.003168712,0.000155396
0.995129664,1.21E-13
2.41E-11,0.000155396
2.776498997,3.43E-13
1.47E-16,3.43E-13
1,5.02E-08
1,5.16E-05
1,0.606558401
1,0.048375238
1,0.044496537
0.774239986,1.88E-07
0.845366664,0.000136342
0.761440658,0.000108239
0.742923853,0.12164381
0.761440658,0.05594656
0.910851231,1
0.778304768,5.88E-08
0.843872826,4.71E-05
0.907522809,0.053495726
0.768501735,0.00074746
1,1
0.654099086,0.669978922
0.582252011,0.554751495
0.83932255,6.17E-05
0.768181483,0.055028571
0.766901708,0.022248828
1.47E-16,1.37E-12
5.74E-13,3.53E-07
5.78E-13,2.77E-07
5.69E-13,2.77E-07
5.79E-13,2.77E-07
5.78E-13,2.77E-07
0.11688785,1.37E-12
0.06535574,3.26E-08
0.088976266,2.56E-08
0.498928042,0.000102478
0.088976069,2.56E-08
0.088975938,2.56E-08
0.944197843,0.000455398
0.088975893,2.56E-08
1,1
1,1.03E-08
1,1.29E-05
1,0.011010081
1,0.000982003
1,0.004698286
0.692251595,1.02E-11
0.309700269,8.81E-14
1.14E-05,1.59E-06
0.00193966,1.49E-11
0.118524695,1.02E-11
0.119023689,1.02E-11
0.001558867,9.72E-10
49.70183501,3.15E-15
0.001064421,9.72E-10
45.72937722,3.15E-15
0.000573856,9.72E-10
24.18093579,3.15E-15
0.000695547,9.72E-10
29.95125114,3.15E-15
0.760911751,5.64E-10
9.42E-07,0.078691184
9.42E-07,0.078693312
8.976732722,4.60E-14
0.002492797,0.000325837
0.641138855,5.07E-12
0.637647022,5.07E-12
1.04E-06,0.078691184
1.04E-06,0.078693312
0.92395729,6.03E-13
0.981959807,1
0.999979421,1.40E-10
0.99473338,1
0.994711801,1.40E-10
0.963269155,1
0.999979211,1.40E-10
0.999147558,1
0.999125808,1.40E-10
0.35958929,1
0.848436027,1.40E-10
0.004503461,0.000325837
1.748302445,1.84E-12
1.759432453,1.84E-12
0.877893351,2.86E-12
1,1.31E-13
1,1.31E-13
1,2.82E-14
0.657970548,7.25E-14
0.657977905,7.25E-14
0.657972272,1.56E-14
0.000484895,1.55E-13
0.999326362,0.120368421
0.000484895,1.55E-13
0.000484895,3.35E-14
0.011346859,1.55E-13
0.731009719,0.107150376
0.011346859,1.55E-13
0.011346859,3.35E-14
0.014535687,1.55E-13
0.014535687,1.55E-13
0.014535687,3.35E-14
0.002877067,1.55E-13
0.002877067,1.55E-13
0.002877067,3.35E-14
0.143049738,3.46E-06
0.116450161,2.59E-06
0.092156757,0.005635649
0.064064286,0.258355899
0.202320489,5.67E-06
0.21435936,0.000317361
0.011073377,1.64E-08
0.125559066,0.020084247
0.123357574,6.19E-10
0.090557867,2.11E-07
0.106449951,0.006047201
0.179920289,0.000533079
0.134942251,5.34E-06
0.13624459,0.266541695
0.062582191,3.52E-05
0.123673243,0.001983309
0.179811648,1.97E-06
0.457332238,6.16E-06
0.126894105,0.001617059
1.39E-05,0.210893302
0.662408627,6.04E-08
0.031562129,7.84E-10
0.272535501,4.67E-05
0.018838317,5.52E-07
0.445382304,0.000143477
0.019503465,0.000385496
0.143193679,1.62E-06
0.188681654,0.004030861
0.120203586,0.03733
0.690250587,0.014969375
0.500755468,6.24E-06
0.347943749,0.027870826
2.70E-06,0.081990272
0.14398462,0.011528278
0.147795279,0.00011542
0.272515631,4.67E-05
0.177930805,0.000295009
0.178643321,0.247052759
0.02255043,8.65E-06
0.095588936,0.076125317
0.138249564,0.083633333
0.130687333,0.00015697
0.634910892,2.28E-07
0.063810126,1.58E-05
0.129847315,0.290010602
2.58E-05,0.210899233
0.121172727,0.03242736
0.011113435,3.75E-08
0.173058131,1.04E-05
0.04774464,5.39E-05
0.123704429,0.019160109
0.027649208,8.54E-05
0.064579575,1.57E-05
0.129873678,0.290019365
0.12465439,0.10826358
0.135339639,0.002013247
0.107821104,0.00872419
0.141590967,0.042465
0.133740548,2.00E-05
0.092734727,0.226880254
0.277394678,1.50E-05
0.068757395,3.26E-09
0.272514274,4.67E-05
0.246740829,0.006233877
0.272528591,4.67E-05
0.520398437,0.000365075
0.145132966,0.248793088
0.129870504,0.290013189
0.101871031,2.02E-05
0.165685405,4.61E-06
0.108652348,0.346035737
0.123649333,0.01916445
0.02408259,2.28E-07
0.129870504,0.290013189
0.118251523,0.487632807
0.097329226,3.48E-09
0.123661982,0.019212112
0.126567991,0.000624593
0.132750959,3.02E-06
4.58E-06,0.210888346
0.093222541,2.06E-06
0.064950043,1.96E-08
0.624203875,4.41E-07
0.68507278,3.83E-11
2.581241839,4.41E-07
0.233750247,1.33E-11
1,1
0.550953041,4.41E-07
0.083660268,6.03E-12
0.126071084,6.74E-08
0.021974831,6.70E-08
0.021444578,0.000731397
0.016463243,0.016617021
0.026699504,3.07E-07
0.036139438,1.40E-05
0.027652616,1.04E-08
0.033881092,0.000695822
0.03541359,2.14E-11
0.334019519,2.44E-08
0.075060791,0.00019243
0.017991385,3.24E-06
0.057641956,3.39E-07
0.065961288,0.008082977
0.061096009,2.78E-06
0.034655689,6.48E-05
0.519653459,4.97E-08
0.007908887,3.45E-07
0.508961464,1.01E-06
0.08760478,0.017811123
1.141319247,1.67E-09
0.010037355,1.54E-10
0.035685803,2.48E-06
0.362252925,1.28E-08
0.080655636,2.74E-06
0.05887698,7.38E-05
0.045530575,9.92E-08
0.01241472,0.000333205
0.025027844,0.001246975
0.060371491,0.000374606
0.018017281,4.07E-07
0.054623999,0.001303229
0.044049457,0.010095525
0.020658421,0.000677269
0.067678103,1.26E-05
0.035659284,2.48E-06
0.004746402,2.77E-05
0.005121671,0.023357019
0.049753162,2.93E-05
0.082512947,0.005805523
0.095566479,0.0027496
0.071672483,3.53E-07
0.020370074,5.43E-09
0.00332194,1.01E-06
0.017345643,0.00776122
0.087615441,0.01781158
0.186312219,3.61E-05
0.02768589,2.37E-08
0.007436831,4.09E-07
0.004426203,3.40E-06
0.034649033,0.000626092
0.006140119,2.59E-06
0.003330352,1.01E-06
0.017354968,0.007761239
0.009361728,0.004455298
0.003264705,1.46E-05
0.017429415,0.000266248
0.007569419,0.001145833
0.035723477,5.90E-08
0.079955219,0.018769415
0.006956487,6.80E-07
0.009317414,7.57E-11
0.035675107,2.48E-06
0.059685737,0.000110645
0.035678655,2.48E-06
0.085119708,1.50E-05
0.000829014,0.01919747
0.017289587,0.007760844
0.015811727,7.93E-07
0.007704661,1.82E-07
0.043228045,0.04584987
0.034661008,0.000626252
0.025835631,8.64E-08
0.017289587,0.007760844
0.026358688,0.016500348
0.015987012,2.00E-10
0.034657559,0.000627826
0.006566114,2.32E-07
0.142883836,6.04E-08
0.087634013,0.017810921
0.00339404,8.67E-08
0.00333483,1.26E-09
0.006118962,2.65E-07
0.00510015,0.007859922
0.006629016,0.885129118
0.002396592,6.66E-07
0.004269792,7.78E-10
0.990601308,1.52E-12
1,1.51E-08
0.999650351,1
0.999650351,1.03E-06
4.54E-07,2.05E-10
0.000350002,1.51E-12
0.086627513,7.72E-08
0.222882847,6.06E-08
1,1.38E-05
0.222884797,6.06E-08
0.222845586,6.06E-08
1,5.79E-05
0.222884261,6.06E-08
1,0.151591424
1,0.404366667
0.609321346,9.17E-12
1,0.012448566
1,0.000583954
0.857561685,5.52E-09
0.609323153,9.17E-12
3.61E-05,0.318737812
3.61E-05,0.007898434
0.999997031,7.80E-12
1,0.000638515
3.61E-05,2.34E-08
0.999997031,7.80E-12
1,4.97E-12
0.255859608,1.93E-09
1,4.97E-12
0.903063615,1.07E-12
0.34335314,2.77E-12
0.993420566,6.68E-10
0.343331808,2.77E-12
0.319810809,1.47E-12
1.22E-16,8.50E-10
0.319810809,1.47E-12
0.443014641,8.47E-13
1,6.77E-09
0.443002132,8.47E-13
0.922130076,1.60E-12
0.926621122,0.001801172
0.17196941,1.87E-09
0.922127328,1.60E-12
0.998268988,3.35E-12
0.002850072,2.25E-09
0.998268916,3.35E-12
0.451437828,3.16E-12
0.995885209,1.83E-09
0.451415614,3.16E-12
2.79E-05,0.037110222
0.999980081,1.01E-11
1,0.000739693
6.83E-06,8.46E-09
0.99998008,1.01E-11
0.490172024,0.881479981
0.250663091,1.47E-12
0.749336909,0.368377953
0,8.50E-10
0.250663091,1.47E-12
0.901390495,1.61E-12
0.228700478,1
0.228700478,1.32E-08
0.90138662,1.61E-12
0.986557606,3.43E-12
0.021209559,2.00E-09
0.986557732,3.43E-12
2.75E-16,1.47E-12
0,8.50E-10
