0.075,2,0.354095878748725,0.00157127864974401
0.073,1,0.326346256929847,0.000894324804088783
0.079,2,0.34834075827041,0.00161688038558159
0.082,1,0.369558504804449,0.00080084445670905
0.068,1,0.331057164443527,0.000903446997776131
0.073,1,0.328756237430423,0.000952417750130402
0.073,1,0.352453629155625,0.000861265038419742
0.075,1,0.325070525500158,0.000994051164625703
0.071,2,0.35570957311496,0.00145619926206379
0.073,1,0.371185784398474,0.00105946922328748
0.08,1,0.388800578643898,0.00102717773264031
0.081,1,0.336925402803367,0.00103482564055129
0.073,1,0.372928288163382,0.000788920394267307
0.075,1,0.346838741254501,0.000976968968228275
0.08,1,0.371570991926452,0.000994277594581863
0.065,2,0.355725190693946,0.00148947623301428
0.076,1,0.412471836842387,0.000874301330945249
0.084,1,0.323003240780822,0.000832284127511335
0.07,1,0.33042742699563,0.000969227977093783
0.066,1,0.338675937753188,0.000854428853850234
